section	tenphim	tentienganh	daodien	dienvien	danhmuc	phimimg	baner	trailer	epname	epurl	epsub	chatluong	viewed
1	12 Người Đàn Ông Giận Dữ	12 Angry Men	Sidney Lumet	Martin Balsam, John Fiedler, Lee J. Cobb	Tâm Lý	http://img.hayhaytv.com/film/28052013/crop/12-angry-men-1957_34541369721627.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_12-angry-men_12-nguoi-dan-ong-gian-du_1957.mp4		HD	31
1	12 Vòng Sinh Tử	12 Rounds Reloaded	Renny Harlin	John Cena, Luke Albright, Michael Arnona, Allen Boudreaux	Hành Động	http://img.hayhaytv.com/film/28052013/thumb/1_98001369721087.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_12-rounds-reloaded_12-vong-sinh-tu-2-tai-chien_2013.mp4		HD	20
1	127 Giờ Sinh Tử	127 hours	Danny Boyle	Kate Mara, James Franco, Amber Tamblyn	Phiêu Lưu	http://img.hayhaytv.com/film/15012013/crop/127-hours-movie-poster_69521358224909.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_127-hours_127-gio-sinh-tu_2011.mp4		HD	18
1	Căn Phòng 1408	1408	Mikael Hafstrom	John Cusack, Samuel L. Jackson, Mary McCormack, Tony Shalhoub	Kinh Dị	http://img.hayhaytv.com/film/11052013/crop/fourteen_hundred_and_eight_xlg_63831368270575.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_1408_can-phong-1408_2007.mp4		HD	26
1	16 Điếu Ước	16 wishes	Peter DeLuise	Debby Ryan, Jean-Luc Bilodeau, Anna Mae Routledge, Karissa Tynes, Kendall Cross, Patrick Gilmore, Cainan Wiebe, Keenan Tracey, Jesse Reid, Joel Semande	Hài Hước	http://vaphim.com/wp-content/uploads/2012/03/16-Wishes-2010-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_16-wishes_16-dieu-uoc_2010.mp4		HD	24
1	Trở lại Tuối 17	17 again	Burr Steers	Zac Efron, Matthew Perry, Leslie Mann	Hài Hước,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/06/02/film/tro-lai-tuoi-17.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_17-again_tro-lai-tuoi-17_2009.mp4		HD	19
1	Ma Quỷ Trở lại	1920 evil returns	Bhushan Patel	Tia Bajpai, Vidya Malvade, Aftab Shivdasani	Kinh Dị	http://vaphim.com/wp-content/uploads/2013/05/1920-Evil-Returns-2012-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_1920-evil-returns_ma-quy-tro-lai_2012.mp4		HD	15
1	2 Con Thỏ	2 Coelhos 2012	Afonso Poyart	Fernando Alves Pinto, Caco Ciocler, Marat Descartes	Hành Động	http://img.hayhaytv.com/film/19082013/crop/1_67101376904850.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_2-coelhos_2-con-tho_2012.mp4		HD	20
1	Quá Nhanh Quá Nguy Hiểm 2	2 fast 2 furious	John Singleton	Paul Walker, Tyrese, Eva Mendes, Cole Hauser, Ludacris	Hành Động	http://img.hayhaytv.com/film/23012013/thumb/2-fast-2-furious-poster_92451358912946.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_2-fast 2 furious_qua-nhanh qua nguy hiem 2_2003.mp4		HD	27
1	Năm Đại Họa	2012		John Cusack,Woody Harrelson,Thandie Newton,Amanda Peet,	Viễn Tưởng	http://img.hayhaytv.com/film/20122012/crop/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1._SY317__12601355959924.jpg		http://www.youtube.com/watch?v=rvI66Xaj9-o	FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_2012_nam-dai-hoa_2009.mp4		HD	29
1	247 Độ F	247 Degrees Fahrenheit 2011	Levan Bakhia, Beqa Jguburia	Scout Taylor-Compton, Travis Van Winkle, Michael Copon, Christina Ulloa, Tyler Mane, Michael Andrew, George Dugashvili, Rene Etore, Tornike Gogrichiani, Ibrahim Idowu, Jeremy Inabnit, Mamuka Mazavrishvili II, Beso Natsvlishvili, Vazha Qoqrashvili, Mi	Kinh Dị	http://116.118.112.25:8080/khophimhd/upload/2014/06/03/film/247-do-f.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_247-degrees-fahrenheit_247-do-f_2011.mp4		HD	22
1	27 Lần Cưới	27 Dresses 2008	Anne Fletcher	Katherine Heigl, James Marsden, Malin Akerman	Tình Cảm,Tâm Lý	http://img.hayhaytv.com/film/13082013/crop/1_29421376389022.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_27-dresses_27-lan-cuoi_2008.mp4		HD	21
1	28 Ngày Sau	28 Days Later	Danny Boyle	Naomie harris, Cillian murphy, Christopher eccleston	Phiêu Lưu,Viễn Tưởng,Kinh Dị	http://vaphim.com/wp-content/uploads/2013/07/28-Days-Later...-2002-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_28-days-later_28-ngay-sau_2003.mp4		HD	9
1	3 Diễn Viên	3 Geezers	Michelle Schumacher	J.K. Simmons, Tim Allen, Scott Caan | See full cast and crew	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/06/02/film/3-dien-vien.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_3-geezers!_3-dien vien chuyen nghiep_2013.mp4		HD	10
1	30 Phút hoặc Ít Hơn	30 Minutes Or Less(2011)	Ruben Fleischer	Jesse Eisenberg, Danny McBride, Nick Swardson	Hài Hước	http://vaphim.com/wp-content/uploads/2011/11/30.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_30-minutes-or-less_30-phut-hoac-it-hon_2011.mp4		HD	20
1	30 Đêm Kỳ Quái	30 Nights Of Paranormal (2013)	Craig Moss,	Kathryn Fiore,Flip Schultz and Olivia Alexander	Hài Hước	http://116.118.112.25:8080/khophimhd/upload/2014/06/02/film/30-dem-ky-quai.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_30-nights-of-paranormal-activity_30-dem-ky-quai_2013.mp4		HD	16
1	Chuyến Tàu Tới Yuma	310 to yuma	James Mangold	Russell Crowe, Christian Bale, Alan Tudyk, Peter Fonda, Gretchen Mol	Hành Động	http://img.hayhaytv.com/film/29012013/crop/mv5bode0ntcxntqznf5bml5banbnxkftztcwmzczotizmw@@._v1._sy317__60081359445803.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_310-to-yuma_chuyen-tau-toi-yuma_2007.mp4		HD	9
1	Chuyến Bay Kinh Hoàng	407 Dark Flight (2012)	Isara Nadee	Unchalee Hassadeevichit, Peter Knight, Paramej Noiam	Hành Động	http://img.hayhaytv.com/film/11062013/thumb/1_94971370919046.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_407-dark-flight_chuyen-bay-dinh-menh-407_2012.mp4		HD	25
1	Cầu Thủ Số 42	Forty Two	Brian Helgeland	Chadwick Boseman, Harrison Ford, Nicole Beharie	Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/05/09/film/cau-thu-so-42.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_42_cau-thu-bong-chay-so-42_2013.mp4		HD	32
1	5 Cm/s	5 Centimeters Per Second (2007)	Makoto Shinkai	Kenji Mizuhashi, Yoshimi Kondou, Satomi Hanamura	Hoạt Hình	http://vaphim.com/wp-content/uploads/2011/08/5centimet-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_5-centimeters-per-second_5cm-tren-giay_2007.mp4		HD	20
1	Siêu Bão 500 Dặm 1 Giờ	500 MPH Storm (2013)	Daniel Lusko	Casper Van Dien, Bryan Head, Keith Meriweather	Viễn Tưởng	http://img.hayhaytv.com/film/18072013/crop/500_mph_storm_2012_r1-front-www.getdvdcovers.com_-medium_95911374140347.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_500-mph-storm_sieu-bao-500-dam-1-gio_2013.mp4		HD	28
1	6 Viên Đạn	6 Bullets(2012)	Ernie Barbarash	Jean Claude Van Damme, Joe Flanigan	Hành Động	http://img.hayhaytv.com/film/18012013/crop/images_24651358498351.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_6-bullets_6-vien-dan_2012.mp4		HD	20
1	Trong Vòng Lửa Đạn	Into The Fire (2010)	Lee Jae Han	Kwon Sang Woo, TOP, Cha Seung Won, Kim Seung Woo	Chiến Tranh	http://img.hayhaytv.com/film/16072013/crop/fireposter_19911373962352.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_71-into-the-fire_trong-vong-lua-dan_2010.mp4		HD	5
1	Tân Tây Du Ký (Phần 1)	A Chinese Odyssey Part One  Pandoras Box	Jeffrey Lau	Stephen Chow, Man Tat Ng and Kar-Ying Law	Võ Thuật,Hài Hước	http://vaphim.com/wp-content/uploads/2013/11/A-Chinese-Odyssey-Part-1-Pandoras-Box-1994-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-chinese-odyssey-part-one--pandoras-box_tan-tay-du-ky-1-nguyet-quang-bao-hop_1994.mp4		HD	24
1	Tân Tây Du Ký 1(Phần 2)	A Chinese Odyssey Part One  Pandoras Box(Part2)	Jeffrey Lau	Stephen Chow, Man Tat Ng and Kar-Ying Law	Võ Thuật,Hài Hước	http://vaphim.com/wp-content/uploads/2013/11/A-Chinese-Odyssey-Part-1-Pandoras-Box-1994-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-chinese-odyssey-part-two--cinderella_tan-tay-du-ky-2-tien-ly-ky-duyen_1994.mp4		HD	24
1	GIÁNG SINH YÊU THƯƠNG	A Christmas Carol(2009)	Robert Zemeckis	Jim Carrey, Gary Oldman, Michael J. Fox, Colin Firth	Hoạt Hình	http://vaphim.com/wp-content/uploads/2011/09/Christmas-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-christmas-carol_giang-sinh-yeu-thuong_2009.mp4		HD	19
1	Chuyện Giáng Sinh	A Christmas Story (1983)	Bob Clark	Peter Billingsley, Melinda Dillon, Darren McGavin	Hài Hước	http://vaphim.com/wp-content/uploads/2011/12/Christmas1-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-christmas-story_chuyen-giang-sinh_1983.mp4		HD	18
1	Lọ Lem Thời Hiện Đại	A Cinderella Story 2004	Mark Rosman	Hilary Duff, Chad Michael Murray, Jennifer Coolidge	Tình Cảm	http://vaphim.com/wp-content/uploads/2012/11/A-Cinderella-Story-2004-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-cinderella-story_co-be-lo-lem_2004.mp4		HD	36
1	Sát Thủ Máu Lạnh	A  Company Man(2012)	Lim Sang Yoon	So Ji Sub, Lee Mi Yeon, Kwak Do Won, Lee Kyung Young	Hành Động,Hình Sự	http://img.hayhaytv.com/film/22012013/crop/images-(6)_31601358847976.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-company-man_sat-thu-mau-lanh_2012.mp4		HD	24
1	ĐƯƠNG DẦU THỬ THÁCH 5	A Good Day to Die Hard(2013)	John Moore	Sebastian Koch, Yulia Snigir, Cole Hauser, Amaury Nolasco, Megalyn Echikunwoke, Anne Vyalitsyna, và Mary Elizabeth Winstead	Hành Động	http://img.hayhaytv.com/film/01102013/crop/85_26601380613412.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-good-day-to-die-hard_duong-dau-voi-thu-thach-5_2013.mp4		HD	26
1	Ngôi Nhà Ma Ám(2013)	A Haunted House(2013)	Michael Tiddes	Marlon Wayans, Marlene Forte, Essence Atkins	Kinh Dị,Hài Hước	http://img.hayhaytv.com/film/06022013/crop/tai-xuong-(17)_55511360138471.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-haunted-house_ngoi-nha-bi-ma-am_2013.mp4		HD	23
1	Truyện Cổ Tích Hiện Đại	A  Life Less Ordinary	Danny Boyle	Cameron Diaz, Ewan McGregor, Holly Hunter | See full cast and crew	Hài Hước,Tình Cảm	http://116.118.112.25:8080/khophimhd/upload/2014/06/02/film/truyen-co-tich-hien-dai.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-life-less-ordinary_truyen-co-tich-hien-dai_1997.mp4		HD	26
1	Quái Vật Ở Paris	A Monster in Paris	Bibo Bergeron	Mathieu Chedid, Vanessa Paradis and Gad Elmaleh	Hoạt Hình	http://vaphim.com/wp-content/uploads/2012/03/A-Monster-in-Paris-20111-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-monster-in-paris_quai-vat-o-paris_2011.mp4		HD	20
1	ÁC MỘNG CHẾT NGƯỜI	A Nightmare on Elm Street (2010)	Samuel Bayer	Jackie Earle Haley, Kyle Gallner, Thomas Dekker	Viễn Tưởng,Kinh Dị	http://img.hayhaytv.com/film/16072013/crop/1_31941373961196.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-nightmare-on-elm-street_-phim-ac-mong-chet-nguoi_2010.mp4		HD	18
1	Cuộc Chia Ly	A Separation (2011)	Asghar Farhadi	Peyman Maadi, Leila Hatami and Sareh Bayat	Tâm Lý,Tình Cảm	http://img.hayhaytv.com/film/22012013/thumb/cuoc-chia-ly_79491358871438.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-separation_cuoc-chia-ly_2011.mp4		HD	19
1	NÓI 1000 TỪ CUỐI ĐỜI	A Thousand Words(2012)	Brian Robbins	Eddie Murphy, Cliff Curtis, Kerry	Hài Hước	http://img.hayhaytv.com/film/28122012/crop/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1._SY317__70951356635336.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-thousand-words-i_mot-nghin-tu-cuoi-doi_2012.mp4		HD	14
1	Câu Chuyện Giáng Sinh Của Harold Và Kumar	A Very Harold &amp; Kumar 3D Christmas 2011	Todd Strauss-Schulson	Kal Penn, John Cho and Neil Patrick Harris	Hài Hước	http://img.hayhaytv.com/film/23052013/crop/9_46191369281579.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-very-harold--kumar-3d-christmas_cau-chuyen-giang-sinh-cua-harold-va-kumar_2011.mp4		HD	26
1	Ngày Thứ 4	A Wednesday	Neeraj Pandey	Anupam Kher, Naseeruddin Shah, Jimmy Shergill	Tâm Lý,Hành Động	http://vaphim.com/wp-content/uploads/2011/09/Wednesday.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-wednesday_mot-ngay-thu-tu_2008.mp4		HD	14
1	Cậu Bé Người Sói	A Werewolf Boy	Jo Sung Hee	Joong-ki Song, Bo-yeong Park, Young-nam Jang	Hài Hước,Tình Cảm	http://vaphim.com/wp-content/uploads/2013/02/A-Werewolf-Boy-2012-banner-e1360937394734-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_a-werewolf-boy_nguoi-soi_2012.mp4		HD	21
1	Vị Ngọt Đôi Môi	Aashiqui 2	Mohit Suri	Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa	Tình Cảm	http://vaphim.com/wp-content/uploads/2013/07/Aashiqui-2-2012.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_aashiqui-2_vi-ngot-doi-moi_2013.mp4		HD	22
1	Bỏ Rơi	Abandoned	Michael Feifer	Peter Sullivan Jeffrey Schenck Peter Sullivan	Kinh Dị	http://116.118.112.25:8080/khophimhd/upload/2014/05/09/film/bo-roi.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_abandoned_bo-roi_2010.mp4		HD	19
1	Truy Kích	Abduction(2011)	John Singleton	Taylor Lautner, Lily Collins, Alfred Molina, Sigourney Weaver, Jason Isaacs	Hành Động	http://img.hayhaytv.com/film/05112013/crop/abduction-2011-movie-poster2_15621383639133.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_abduction-i_truy-kich_2011.mp4		HD	29
1	Thoáy Y	About Cherry	Stephen Elliott	Ashley Hinshaw, James Franco, Heather Graham	Tâm Lý	http://vaphim.com/wp-content/uploads/2013/01/About-Cherry-2012-banner-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_about-cherry_thoat-y_2012.mp4		HD	54
1	Thợ Săn Ma Cà Rồng	abraham lincoln vampire hunter		Benjamin Walker, Rufus Sewell and Dominic Cooper,	Phiêu Lưu,Viễn Tưởng	http://img.hayhaytv.com/film/20122012/crop/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1._SY317__11891355958677.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_abraham-lincoln-vampire-hunter_tho-san-ma-ca-rong_2012.mp4		HD	30
1	Vắng Mặt	Absence	Jimmy Loweree	Erin Way, Eric Matheny, Ryan Smale	Kinh Dị	http://116.118.112.25:8080/khophimhd/upload/2014/06/03/film/vang-mat.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_absence_vang-mat_2013.mp4		HD	9
1	Kẻ Tấn Công Lạ Mặt	absolute deception	Brian Trenchard-Smith	Cuba Gooding Jr., Emmanuelle Vaugier, Evert McQueen	Hành Động	http://img.hayhaytv.com/film/17062013/thumb/2_57341371434727.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_absolute-deception_ke-tan-cong-la-mat_2013.mp4		HD	17
1	Thám Tử Thú Cưng	ace ventura pet detective	Tom Shadyac	Jim Carrey, Courteney Cox, Sean Young, Tone Loc	Hài Hước	http://img.hayhaytv.com/film/17012013/thumb/ace_ventura_un_detective_diferente_1993_4_59261358406966.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_ace-ventura-pet-detective_tham-tu-thu-cung_1994.mp4		HD	22
1	Nối Lại Nhân Duyên	Action Replay	Vipul Amrutlal Shah	Akshay Kumar, Aishwarya Rai, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Randhir Kapoor, Rajpal Yadav	Lãng Mạn,Tình Cảm	http://vaphim.com/wp-content/uploads/2011/09/Action-Replay-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_action-replay_-noi-lai-nhan-duyen_2010.mp4		HD	16
1	Thần Sức Mạnh	adhurs	Vinayak V.V	N.T.R. Rao Junior, Nayanthara, Sheela	Hành Động	http://116.118.112.25:8080/khophimhd/upload/2014/05/09/film/than-suc-manh.jpeg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_adhurs_than-suc-manh_2010.mp4		HD	29
1	Thú Nhận Với Tình Yêu	admission	Paul Weitz	Tina Fey, Paul Rudd, Nat Wolff	Tình Cảm,Tâm Lý	http://img.hayhaytv.com/film/05072013/crop/1_11841373011643.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_admission_admission_2013.mp4		HD	27
1	Cuộc Chiến Người Ngoài Hành Tinh	ae apocalypse earth	Thunder Levin	Adrian Paul, Richard Grieco, Bali Rodriguez	Viễn Tưởng	http://vaphim.com/wp-content/uploads/2013/06/AE-Apocalypse-Earth-2013.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_ae-apocalypse-earth_tro-ve-hanh-tinh-xanh_2013.mp4		HD	27
1	Trở Về Trái Đất	after earth	M. Night Shyamalan	Jaden Smith, Will Smith, Sophie Okonedo	Viễn Tưởng	http://img.hayhaytv.com/film/01102013/crop/afterearthposter1big_98631380610917.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_after-earth_tro-ve-trai-dat_2013.mp4		HD	22
1	Dư Chấn	Aftershock(2012)	Nicolás López	Nicolás Martínez, Eli Roth, Ariel Levy	Kinh Dị,Viễn Tưởng	http://vaphim.com/wp-content/uploads/2013/05/Aftershock-2012-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_aftershock_du-chan_2012.mp4		HD	33
1	Mật Vụ Ăn Chơi	agent vinod	Sriram Raghavan	Kareena Kapoor, Saif Ali Khan, Adil Hussain	Hành Động,Hình Sự	http://vaphim.com/wp-content/uploads/2012/09/Agent-Vinod-2012-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_agent-vinod_mat-vu-an-choi_2012.mp4		HD	21
1	Con Đường Rực Lửa	Agneepath	Karan Malhotra	Hrithik Roshan, Sanjay Dutt, Rishi Kapoor	Hành Động,Hình Sự,Võ Thuật	http://vaphim.com/wp-content/uploads/2012/06/Agneepath-2012-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_agneepath_con-duong-ruc-lua_2012.mp4		HD	24
1	Đường tròn	agora	Alejandro Amenábar	Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom	Tâm Lý,Tình Cảm	http://vaphim.com/wp-content/uploads/2012/06/Agora-2009.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_agora_duong-tron_2009.mp4		HD	21
1	Chuyên Cơ Không Lực	air force one	Wolfgang Petersen	Harrison Ford, Gary Oldman and Glenn Close | See full cast, crew	Hành Động	http://116.118.112.25:8080/khophimhd/upload/2014/05/06/film/chuyen-co-khong-luc.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_air-force-one_khong-luc-mot_1997.mp4		HD	18
1	Tình Yêu Của aisha	aisha	Rajshree Ojha	Sonam Kapoor, Abhay Deol, Amrita Puri	Tình Cảm,Tâm Lý	http://116.118.112.25:8080/khophimhd/upload/2014/05/09/film/tinh-yeu-cua-aisha.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_aisha_tinh-yeu-cua-aisha_2010.mp4		HD	10
1	Aladdin và Cây Đèn Thần	Aladdin(1992)	John Musker	Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman ..	Hoạt Hình	http://vaphim.com/wp-content/uploads/2011/09/Aladdin-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_aladdin_aladdin-va-cay-den-than_1992.mp4		HD	17
1	Alice ở Xứ Thần Tiên	alice in wonderland	Tim Burton	Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway	Hoạt Hình	http://vaphim.com/wp-content/uploads/2011/09/aliceinwondderland-134x192.jpg?3a2c3e			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_alice-in-wonderland_alice-o-xu-so-than-tien_2010.mp4		HD	31
1	Cuộc Chiến Dưới Tháp Cổ 2	aliens vs predator requiem	Greg Strause	Steven Pasquale, Ian Whyte, Johnny Lewis	Viễn Tưởng	http://116.118.112.25:8080/khophimhd/upload/2014/05/09/film/cuoc-chien-duoi-thap-co-2.jpg			FULL	http://116.118.112.25/PhimLe/f241a8cf55369214951c6e23807121e3/0273a9274bfbbd8a2d22db86f3646475/Phim_aliens-vs-predator-requiem_cuoc-chien-duoi-thap-co-2_2007.mp4		HD	19
